payment_id,order_id,payment_method,payment_status,amount,paid_at
481,481,card,failed,2125.88,2026-05-08 05:49:04.815035
482,482,card,refunded,6084.55,2026-06-18 22:14:36.892659
483,483,paypal,success,6271.98,2026-06-27 21:21:57.265890
484,484,card,failed,8796.73,2026-04-19 05:23:16.422902
485,485,cash,failed,3625.23,
486,486,cash,failed,5522.77,
487,487,bank_transfer,success,4475.83,2026-06-30 15:10:34.575536
488,488,bank_transfer,failed,5310.93,
489,489,paypal,refunded,5254.9,2026-04-02 02:57:21.197921
490,490,paypal,failed,13985.69,2026-07-03 13:21:01.077224
491,491,paypal,refunded,959.92,2025-12-11 04:24:57.867793
492,492,card,refunded,5440.78,2026-05-18 16:55:44.232316
493,493,paypal,failed,5283.1,2026-06-17 02:03:37.046191
494,494,card,failed,11009.17,
495,495,paypal,failed,3990.72,2026-07-21 21:38:06.967311
496,496,paypal,failed,8034.62,
497,497,paypal,failed,7248.44,2026-06-04 03:50:41.715153
498,498,paypal,failed,2092.47,
499,499,bank_transfer,refunded,2230.2,2026-01-21 07:39:41.367774
500,500,paypal,success,6886.36,
501,501,paypal,success,5900.53,2026-07-01 14:08:30.117258
502,502,cash,refunded,9272.17,2025-12-08 05:45:30.067114
503,503,paypal,success,1214.27,2026-07-22 10:49:29.167326
504,504,card,failed,6271.64,2026-03-07 20:04:09.446904
505,505,cash,refunded,2039.12,2026-07-04 15:49:57.508754
506,506,bank_transfer,refunded,3355.22,2026-07-26 02:58:47.175125
507,507,card,failed,6915.33,
508,508,cash,failed,11614.0,2026-06-15 13:21:32.305873
509,509,paypal,failed,6105.74,2026-06-15 16:39:16.629847
510,510,card,refunded,7974.38,
511,511,cash,success,1555.47,2026-03-13 12:23:38.808797
512,512,cash,success,14844.42,2026-05-30 06:13:44.945895
513,513,card,success,10411.63,2026-05-02 18:35:28.509308
514,514,paypal,refunded,13293.36,2026-07-18 13:25:28.047344
515,515,cash,success,2916.03,2026-03-21 00:08:55.692934
516,516,paypal,failed,2484.7,
517,517,card,refunded,11589.74,2025-10-03 22:20:25.013564
518,518,card,refunded,3945.11,2026-08-05 06:52:40.462076
519,519,bank_transfer,refunded,7280.76,2026-06-14 15:14:25.913351
520,520,card,failed,6227.75,
521,521,card,success,2823.06,2026-05-28 17:25:53.769002
522,522,card,success,446.2,2026-03-18 11:25:44.433671
523,523,card,refunded,8133.21,2026-04-27 15:15:19.028175
524,524,cash,refunded,10495.03,2026-02-24 02:34:44.151025
525,525,card,success,5812.36,2026-07-14 04:56:50.074877
526,526,paypal,failed,2562.5,2026-07-13 07:26:38.060836
527,527,bank_transfer,success,772.68,
528,528,paypal,refunded,6568.24,2026-05-02 09:03:18.850601
529,529,bank_transfer,success,16159.79,
530,530,bank_transfer,success,1641.91,2026-04-25 21:53:34.613083
531,531,bank_transfer,success,4095.84,2026-06-07 22:13:34.991130
532,532,bank_transfer,refunded,1072.0,2026-06-10 03:56:02.680571
533,533,card,failed,4226.76,2026-05-19 05:50:03.943144
534,534,bank_transfer,success,11841.23,2026-03-18 18:20:28.753417
535,535,card,failed,2980.47,2026-06-07 00:30:26.043132
536,536,bank_transfer,success,3175.24,
537,537,cash,failed,5418.86,
538,538,card,refunded,7893.97,2026-02-03 21:27:34.138722
539,539,bank_transfer,failed,13426.18,2026-04-18 22:14:13.492425
540,540,paypal,success,4175.68,2026-08-04 15:34:27.610359
541,541,bank_transfer,success,10723.71,2026-06-10 01:17:34.969454
542,542,card,success,1211.55,2026-07-31 13:39:19.194530
543,543,paypal,success,16427.03,2026-03-14 11:47:21.302389
544,544,card,success,4136.32,2026-05-01 04:18:53.350273
545,545,cash,success,7470.03,
546,546,cash,success,4234.59,2026-06-06 01:18:32.508410
547,547,bank_transfer,failed,4416.64,2026-01-31 20:57:14.854947
548,548,cash,failed,7931.03,2026-05-26 11:19:11.495408
549,549,card,success,5113.53,2026-07-11 18:07:33.108030
550,550,paypal,failed,3923.65,
551,551,cash,failed,6015.55,2026-01-23 00:03:49.917687
552,552,paypal,refunded,8030.9,2026-03-20 12:45:08.770057
553,553,cash,refunded,6620.17,
554,554,card,success,1129.53,2026-05-22 09:40:12.487558
555,555,paypal,failed,1461.77,
556,556,cash,success,7208.92,2026-08-05 12:55:37.321922
557,557,cash,failed,11974.97,2026-06-15 13:45:16.534085
558,558,bank_transfer,success,5611.81,2026-07-19 10:02:31.903086
559,559,bank_transfer,refunded,6182.12,2026-06-16 08:10:40.267499
560,560,bank_transfer,refunded,6052.95,
561,561,paypal,failed,1690.32,
562,562,bank_transfer,refunded,1566.1,2026-03-22 07:44:28.944498
563,563,bank_transfer,success,1427.48,2026-03-16 05:02:46.574895
564,564,paypal,refunded,3419.36,2026-08-03 08:14:11.148013
565,565,paypal,refunded,18.15,2026-06-23 21:17:57.585684
566,566,paypal,success,9735.72,2026-05-19 16:25:54.185531
567,567,paypal,failed,5169.6,2026-06-29 18:09:03.864433
568,568,bank_transfer,failed,6556.95,2026-04-17 10:03:21.573249
569,569,bank_transfer,refunded,7744.42,2026-07-20 00:03:28.146789
570,570,cash,refunded,594.58,
571,571,bank_transfer,refunded,4685.98,2026-04-01 22:17:38.199610
572,572,bank_transfer,refunded,8507.7,2026-05-20 12:01:59.811124
573,573,cash,success,4881.31,2026-02-18 10:36:12.310023
574,574,cash,failed,2947.28,2026-04-05 09:13:00.149164
575,575,bank_transfer,failed,6435.99,2026-03-14 14:14:57.949384
576,576,cash,refunded,8581.64,
577,577,cash,success,11755.21,2026-06-26 09:31:57.441067
578,578,bank_transfer,success,1944.02,2026-02-20 17:57:18.796811
579,579,card,refunded,2339.88,2026-08-05 02:43:30.107328
580,580,bank_transfer,success,13171.54,2026-01-10 09:50:44.065898
581,581,cash,refunded,7622.03,2026-06-20 17:09:22.435248
582,582,paypal,success,10379.43,
583,583,card,failed,14122.75,2026-07-21 20:49:56.957709
584,584,card,refunded,189.78,2026-08-01 10:32:18.348424
585,585,cash,success,7960.64,
586,586,paypal,success,5894.56,
587,587,bank_transfer,failed,7088.91,2025-10-11 03:56:21.285167
588,588,bank_transfer,failed,6216.74,2026-02-02 12:05:41.103974
589,589,bank_transfer,failed,4309.59,
590,590,paypal,failed,5220.52,2026-03-07 13:23:51.536822
591,591,cash,failed,13504.98,
592,592,bank_transfer,failed,9585.32,2026-06-19 07:21:09.347201
593,593,paypal,success,9516.45,2026-06-08 02:06:50.200210
594,594,card,success,9231.6,
595,595,card,failed,6891.56,2026-02-19 16:55:10.309492
596,596,card,refunded,379.56,
597,597,paypal,failed,12184.76,2026-06-14 01:15:03.175240
598,598,card,success,10143.34,2026-05-05 06:22:29.498794
599,599,paypal,refunded,7000.95,2026-03-17 13:09:10.657012
600,600,card,failed,1954.35,2026-04-05 00:44:51.258342
601,601,bank_transfer,failed,9287.57,2026-01-13 01:30:40.144167
602,602,card,failed,2682.1,
603,603,bank_transfer,failed,8350.06,2026-07-17 13:11:34.905120
604,604,bank_transfer,refunded,6481.13,2026-01-29 18:34:21.195055
605,605,bank_transfer,failed,6648.64,2026-07-08 11:33:09.926876
606,606,paypal,refunded,8126.34,2026-08-02 20:25:29.106743
607,607,card,success,2843.88,2025-10-17 08:05:17.043223
608,608,paypal,failed,1186.43,2026-06-26 21:54:44.997816
609,609,cash,failed,9631.01,2026-07-30 11:32:28.375891
610,610,paypal,failed,8296.4,2026-08-01 00:56:36.780668
611,611,cash,refunded,4818.5,2026-01-08 03:57:05.771333
612,612,cash,refunded,3811.15,2026-07-23 08:27:42.395164
613,613,cash,failed,6993.22,2026-04-02 07:51:29.636250
614,614,card,failed,8405.79,2025-11-17 06:30:18.030246
615,615,bank_transfer,success,6165.43,
616,616,bank_transfer,failed,1528.09,
617,617,paypal,failed,5661.16,
618,618,paypal,failed,4956.7,2026-03-30 11:28:35.289703
619,619,paypal,failed,2228.56,2026-07-18 10:03:40.027298
620,620,card,refunded,3959.01,2026-07-20 21:41:11.141864
621,621,card,success,6832.85,2026-04-21 07:18:32.458996
622,622,paypal,failed,11513.45,2026-07-15 05:33:08.165524
623,623,cash,success,1214.27,2025-12-09 00:15:34.247552
624,624,cash,refunded,520.58,2026-05-29 01:42:01.601277
625,625,paypal,failed,3270.54,2026-06-04 10:03:05.913281
626,626,cash,success,7199.95,2025-12-03 06:44:13.817036
627,627,bank_transfer,refunded,14426.15,2026-07-30 07:53:57.339503
628,628,cash,failed,14643.58,2026-07-29 08:26:52.291247
629,629,paypal,refunded,9922.42,2026-06-21 15:12:01.032262
630,630,bank_transfer,success,7075.11,2026-07-31 10:26:01.085387
631,631,bank_transfer,failed,8037.37,2026-01-02 23:53:29.551885
632,632,bank_transfer,failed,2304.52,2026-03-04 12:27:38.627123
633,633,paypal,failed,7328.68,2025-12-09 03:13:16.762426
634,634,cash,success,7416.09,2026-07-12 20:56:41.358077
635,635,card,refunded,6975.0,
636,636,paypal,success,6621.06,2025-08-17 13:06:26.209616
637,637,cash,refunded,4783.02,
638,638,bank_transfer,refunded,6368.28,2026-06-12 05:02:34.052423
639,639,cash,success,2241.18,2026-07-18 03:02:05.245275
640,640,cash,success,520.58,2026-02-02 23:18:46.503024
641,641,card,refunded,10370.32,2026-04-29 14:16:20.584417
642,642,card,success,7323.38,2026-04-22 09:22:46.628665
643,643,card,failed,13421.59,
644,644,bank_transfer,success,260.54,2026-06-28 06:37:50.015982
645,645,cash,success,6305.91,2026-07-20 21:34:48.048154
646,646,cash,failed,4868.18,2026-05-21 11:07:39.689877
647,647,paypal,failed,4860.28,
648,648,paypal,failed,3586.93,2026-05-06 14:53:05.743781
649,649,card,failed,11017.85,2026-06-18 05:01:24.715927
650,650,card,failed,8539.57,
651,651,bank_transfer,refunded,4405.66,2025-10-26 21:37:53.492658
652,652,cash,failed,9938.52,2026-03-06 22:39:58.068434
653,653,paypal,refunded,12904.28,
654,654,paypal,success,7787.35,2026-03-14 02:54:28.258815
655,655,cash,success,9483.18,2026-05-11 21:46:56.593442
656,656,card,success,7670.29,2026-02-28 20:57:37.765008
657,657,paypal,success,2637.24,
658,658,paypal,refunded,9813.18,2026-04-11 16:49:09.830032
659,659,bank_transfer,refunded,4162.74,2025-12-18 15:17:28.144360
660,660,card,refunded,6231.1,
661,661,cash,success,2444.66,2026-06-05 21:13:51.011175
662,662,bank_transfer,refunded,8049.94,2026-05-14 03:14:46.571985
663,663,paypal,refunded,8110.96,2026-07-16 09:10:21.534410
664,664,card,refunded,7186.31,2025-12-24 20:51:41.002047
665,665,bank_transfer,failed,4217.69,2026-06-24 02:53:08.594906
666,666,paypal,failed,3396.72,2026-02-01 09:31:56.465934
667,667,bank_transfer,success,2775.12,
668,668,cash,refunded,256.0,2026-07-21 08:59:35.422691
669,669,bank_transfer,success,5791.4,2026-06-16 17:56:00.018835
670,670,card,success,9838.69,
671,671,card,failed,7693.2,2026-06-27 01:42:10.507771
672,672,card,failed,3531.69,2026-06-27 05:37:41.455366
673,673,paypal,refunded,10707.09,2026-03-22 10:38:35.931221
674,674,card,failed,7408.65,2026-02-11 15:03:49.120836
675,675,cash,refunded,3779.58,2026-02-22 21:12:49.736546
676,676,cash,failed,8266.78,2025-10-12 01:46:31.954118
677,677,bank_transfer,success,8351.02,2025-11-15 14:42:36.550869
678,678,bank_transfer,refunded,8651.77,2026-08-04 22:04:56.872726
679,679,paypal,failed,6020.15,2026-06-24 08:34:15.243876
680,680,card,refunded,5294.17,2026-07-15 07:12:24.506895
681,681,card,success,1338.6,2026-07-05 04:26:00.797683
682,682,card,success,5635.68,2026-08-05 12:30:31.067880
683,683,paypal,failed,2464.44,
684,684,bank_transfer,failed,5453.32,
685,685,bank_transfer,success,8770.08,2026-07-19 03:27:48.171482
686,686,paypal,failed,3808.62,2026-06-16 10:01:42.728726
687,687,card,refunded,2332.27,2026-05-29 17:17:40.088429
688,688,bank_transfer,refunded,9318.48,2026-08-03 11:29:30.211497
689,689,bank_transfer,success,6357.62,
690,690,paypal,refunded,4102.1,2026-08-01 10:57:53.098262
691,691,bank_transfer,failed,5299.6,
692,692,bank_transfer,refunded,10501.14,2026-07-11 19:40:05.952557
693,693,paypal,success,19447.78,2026-07-28 05:29:57.566731
694,694,paypal,success,2620.94,2026-05-27 16:36:24.584433
695,695,cash,failed,9429.59,2026-06-04 10:42:04.505608
696,696,bank_transfer,success,14954.32,2026-06-19 09:11:53.376568
697,697,cash,success,1042.88,
698,698,card,success,5921.96,2026-07-24 03:56:33.549613
699,699,cash,success,7672.91,2026-04-12 13:51:40.121656
700,700,cash,refunded,2245.28,2026-05-20 19:35:15.743881
701,701,cash,refunded,5705.86,2026-03-04 14:02:23.974336
702,702,bank_transfer,success,7429.68,2026-08-01 01:18:50.918318
703,703,card,failed,5088.28,
704,704,cash,success,4169.12,2026-06-05 11:03:20.710373
705,705,bank_transfer,refunded,2797.76,2026-07-13 19:33:00.108741
706,706,bank_transfer,failed,10279.82,2026-06-05 09:28:30.163285
707,707,bank_transfer,refunded,6367.98,2026-07-04 16:01:25.745825
708,708,card,success,4143.36,2026-03-06 21:06:34.985689
709,709,paypal,refunded,8753.65,2026-06-18 00:41:50.774662
710,710,cash,success,8087.53,2026-05-04 07:40:48.435882
711,711,bank_transfer,failed,11885.3,2026-02-04 22:51:07.076379
712,712,card,success,7127.19,2026-08-04 22:55:23.731667
713,713,bank_transfer,refunded,7771.78,2025-10-07 15:00:56.774753
714,714,paypal,refunded,3077.64,
715,715,cash,refunded,3830.14,2026-04-09 09:07:32.613939
716,716,card,failed,8812.55,2026-03-23 20:51:30.042861
717,717,paypal,failed,1427.48,2026-06-20 20:52:40.673092
718,718,cash,success,11180.82,2026-04-04 11:17:43.970583
719,719,card,refunded,2916.03,
720,720,bank_transfer,success,4757.28,2026-02-19 17:07:27.562854
721,721,bank_transfer,failed,5928.92,
722,722,cash,success,10771.5,
723,723,paypal,success,7092.79,2026-05-29 05:22:47.755681
724,724,bank_transfer,success,427.47,2026-07-29 00:37:08.836727
725,725,paypal,success,8687.61,2026-01-25 22:43:33.880461
726,726,card,failed,4208.19,2026-07-05 21:19:01.485067
727,727,paypal,refunded,6607.81,2026-08-01 18:21:31.029718
728,728,cash,success,10289.75,
729,729,card,success,8879.97,2026-06-02 18:33:46.881243
730,730,card,refunded,2279.12,2026-06-15 10:35:59.813456
731,731,paypal,failed,4961.6,2026-01-17 22:48:39.015588
732,732,bank_transfer,refunded,2210.36,2026-03-12 01:15:42.480029
733,733,bank_transfer,success,10200.31,2026-04-18 13:57:34.196938
734,734,bank_transfer,failed,10578.15,2026-04-24 14:19:58.997970
735,735,cash,refunded,5553.59,2025-12-31 20:19:20.686750
736,736,paypal,failed,8372.78,2026-06-04 09:37:21.770803
737,737,bank_transfer,failed,11503.32,2026-01-27 23:50:18.647778
738,738,bank_transfer,refunded,7535.39,
739,739,cash,failed,2279.12,2026-03-30 20:16:51.987131
740,740,bank_transfer,success,10914.51,2026-06-22 16:37:51.101366
741,741,cash,refunded,7300.68,2026-07-11 14:14:35.191973
742,742,paypal,success,2743.8,2026-07-12 13:18:15.026026
743,743,paypal,failed,9610.97,2026-02-03 20:32:03.370053
744,744,card,failed,8754.99,2026-04-09 08:44:00.865371
745,745,card,refunded,1689.28,
746,746,paypal,refunded,1189.16,2026-04-15 19:49:36.775131
747,747,paypal,success,6989.36,2026-06-04 17:05:06.591608
748,748,card,refunded,5662.22,2026-05-01 11:15:24.446637
749,749,cash,failed,18176.6,2026-07-07 07:02:03.508915
750,750,bank_transfer,refunded,6655.74,2026-07-22 23:56:10.347715
751,751,bank_transfer,refunded,4438.03,2026-02-20 01:50:07.329465
752,752,card,failed,3187.84,2026-04-27 18:03:50.393127
753,753,card,refunded,8069.47,
754,754,bank_transfer,failed,5913.97,
755,755,bank_transfer,refunded,2978.79,
756,756,paypal,success,3258.16,2026-06-11 17:09:53.873157
757,757,card,refunded,5424.65,2026-05-25 16:43:38.344451
758,758,card,failed,7521.02,2025-10-27 18:35:05.280108
759,759,paypal,refunded,1814.26,2026-01-31 06:52:04.990122
760,760,bank_transfer,failed,3578.63,2026-04-21 16:16:10.628513
761,761,paypal,failed,13483.91,
762,762,paypal,refunded,5417.19,2026-02-23 11:26:05.148010
763,763,paypal,failed,7719.16,2026-05-08 21:14:16.303984
764,764,paypal,failed,14810.74,2026-06-15 14:18:35.063340
765,765,paypal,success,8079.94,
766,766,cash,failed,13462.45,2026-04-21 23:58:20.507924
767,767,bank_transfer,refunded,8169.85,2026-06-11 04:20:31.570396
768,768,paypal,refunded,2077.34,2026-08-01 10:21:17.236392
769,769,cash,refunded,7273.24,2026-07-24 17:24:10.879081
770,770,card,refunded,8871.35,2026-03-01 15:31:45.396513
771,771,cash,failed,13778.33,2026-07-30 08:21:19.084270
772,772,bank_transfer,refunded,1490.41,2026-07-13 20:45:42.413771
773,773,cash,failed,775.95,2026-02-13 09:49:47.017204
774,774,paypal,refunded,4838.19,2026-06-10 08:15:26.645754
775,775,paypal,failed,13362.5,2026-06-22 21:43:25.223665
776,776,card,failed,13995.31,2026-08-04 17:35:10.758062
777,777,paypal,failed,2657.68,2026-04-29 02:09:52.364557
778,778,cash,failed,3888.04,2026-06-01 05:38:17.666968
779,779,card,success,13785.3,2026-05-22 20:25:16.290255
780,780,card,success,3694.74,2025-11-06 06:25:47.536595
781,781,cash,success,521.08,
782,782,paypal,refunded,6992.05,
783,783,cash,failed,9432.74,2026-05-01 12:27:49.343823
784,784,cash,failed,7218.5,2026-03-21 11:34:07.374562
785,785,cash,refunded,1732.22,2026-07-24 21:38:02.252958
786,786,paypal,refunded,11871.62,2026-05-28 04:54:17.908974
787,787,card,refunded,6806.49,2026-07-31 05:42:18.054482
788,788,paypal,failed,259.17,2026-04-16 11:40:02.651371
789,789,card,failed,5512.16,2026-02-22 14:37:49.420919
790,790,cash,failed,9698.79,2026-02-27 02:19:57.540247
791,791,card,success,4264.66,2026-04-01 19:43:22.097831
792,792,cash,success,13242.19,2026-04-22 19:12:51.658814
793,793,paypal,refunded,4232.55,2026-05-25 12:57:03.444756
794,794,card,failed,5538.98,2026-08-02 20:27:18.624924
795,795,paypal,failed,4412.41,2026-07-10 18:21:21.580103
796,796,bank_transfer,success,6469.63,2026-01-09 17:53:36.730883
797,797,card,success,9037.79,
798,798,card,failed,933.26,2026-07-12 22:41:46.701559
799,799,bank_transfer,failed,9906.95,2026-05-05 11:19:19.083722
800,800,cash,failed,13264.61,2026-03-13 22:43:14.183735
801,801,bank_transfer,refunded,6742.1,2026-07-02 20:21:33.081887
802,802,cash,refunded,4234.59,2026-07-13 22:51:20.043180
803,803,paypal,failed,14062.52,2026-05-23 16:13:36.316548
804,804,bank_transfer,failed,4725.26,2026-04-13 01:12:12.614423
805,805,bank_transfer,success,15139.82,2026-06-05 15:15:58.458707
806,806,paypal,refunded,5781.7,2026-07-30 18:51:32.142975
807,807,card,refunded,1944.02,2026-01-22 19:26:32.717481
808,808,card,success,9782.17,2026-07-10 15:35:46.559840
809,809,paypal,refunded,2641.52,2026-07-23 14:19:02.890080
810,810,paypal,success,1518.94,2026-08-01 02:49:58.859320
811,811,bank_transfer,success,6879.78,2025-12-16 22:51:09.377698
812,812,paypal,refunded,8873.24,
813,813,cash,refunded,1882.51,2026-06-11 07:40:12.524218
814,814,cash,refunded,10845.71,2026-07-07 07:45:38.433392
815,815,cash,refunded,15372.71,2026-02-18 04:59:58.343186
816,816,cash,failed,10069.1,2026-02-13 08:26:35.519063
817,817,card,refunded,726.32,2026-07-21 21:54:13.288722
818,818,paypal,refunded,7377.32,2026-04-24 18:34:40.492572
819,819,paypal,success,6600.08,2026-02-17 10:18:08.947393
820,820,paypal,refunded,3663.13,
821,821,bank_transfer,refunded,197.79,2026-03-20 06:50:14.769537
822,822,cash,failed,6379.24,2026-06-04 22:43:47.295451
823,823,paypal,success,3337.3,
824,824,card,success,10900.24,2026-07-26 05:03:21.223991
825,825,card,failed,2905.02,
826,826,paypal,failed,1200.42,
827,827,card,failed,3812.9,
828,828,paypal,failed,637.24,2026-06-10 15:18:59.342152
829,829,cash,failed,13232.03,2026-07-10 02:36:52.585114
830,830,card,success,9530.39,
831,831,card,success,9953.4,2025-11-25 04:17:26.197159
832,832,paypal,failed,7231.65,2026-06-08 04:36:43.696573
833,833,cash,failed,7708.49,2026-06-08 04:01:12.107817
834,834,paypal,refunded,2428.54,2026-04-30 17:13:22.715531
835,835,card,failed,921.52,
836,836,paypal,success,3099.24,2026-07-16 14:06:51.398415
837,837,bank_transfer,success,4101.03,2025-12-07 03:46:57.749826
838,838,cash,success,8022.12,2026-06-30 20:58:36.510513
839,839,paypal,success,2536.46,2026-06-22 22:45:51.444019
840,840,bank_transfer,success,3280.32,2026-05-17 08:25:49.636041
841,841,bank_transfer,refunded,2791.48,2026-06-24 05:56:48.109278
842,842,paypal,refunded,6129.01,
843,843,cash,failed,10080.0,2026-06-08 11:27:10.600140
844,844,cash,refunded,2074.46,2026-07-31 14:44:48.219152
845,845,paypal,success,9782.07,
846,846,bank_transfer,success,2315.22,2026-07-14 23:58:57.457088
847,847,bank_transfer,failed,9054.86,2026-05-13 19:25:08.611356
848,848,bank_transfer,failed,7005.02,2025-11-20 08:39:30.392337
849,849,cash,success,4281.55,
850,850,cash,refunded,13868.03,2026-08-05 00:29:47.055319
851,851,cash,success,4906.83,2026-07-29 10:43:02.671020
852,852,bank_transfer,failed,9513.27,2026-06-10 08:54:32.534118
853,853,card,refunded,1709.88,2026-07-09 04:23:10.762138
854,854,cash,refunded,1752.75,2026-04-07 07:36:14.217632
855,855,cash,success,4118.42,
856,856,cash,success,1944.02,
857,857,paypal,failed,13213.92,2026-08-03 02:29:51.523108
858,858,bank_transfer,failed,10293.19,2026-04-16 07:12:20.765119
859,859,card,failed,5268.32,2026-07-04 12:00:10.698116
860,860,card,success,11419.0,2026-07-28 16:58:10.785719
861,861,card,failed,14847.39,2026-06-07 02:06:46.015472
862,862,card,refunded,1167.69,2026-05-20 11:46:51.397052
863,863,card,failed,5621.96,2026-07-15 11:00:38.497240
864,864,bank_transfer,success,5767.62,2026-08-01 13:49:08.886570
865,865,bank_transfer,refunded,12007.09,2026-07-05 01:14:28.015751
866,866,card,success,8442.56,
867,867,bank_transfer,refunded,2874.78,2026-04-26 19:35:34.682567
868,868,bank_transfer,failed,10749.04,2026-04-18 16:32:23.438850
869,869,bank_transfer,refunded,2425.94,2026-01-12 21:55:36.048220
870,870,card,success,5525.12,2026-02-26 03:10:22.284569
871,871,card,success,4982.96,2026-06-12 13:02:30.396025
872,872,bank_transfer,failed,5674.71,2026-01-21 12:18:25.344613
873,873,card,success,7297.38,2026-08-02 21:09:43.886236
874,874,paypal,success,6337.56,2026-03-02 07:58:21.094712
875,875,card,success,1742.79,2026-07-23 16:30:16.334546
876,876,bank_transfer,failed,484.47,
877,877,paypal,success,2378.32,2026-08-01 03:29:17.410596
878,878,bank_transfer,refunded,2278.41,2026-03-27 03:23:58.680047
879,879,card,failed,3289.18,2026-07-28 02:35:14.661757
880,880,paypal,refunded,7023.34,2025-12-14 05:00:18.759462
881,881,bank_transfer,success,13608.53,2026-07-22 13:25:44.668128
882,882,cash,success,1235.07,2026-04-03 19:45:16.954407
883,883,bank_transfer,failed,3516.59,2026-04-12 13:51:19.366140
884,884,cash,failed,1065.22,2025-12-08 14:50:55.304544
885,885,card,success,4219.5,2026-05-04 07:41:56.793863
886,886,paypal,refunded,3136.78,2026-02-08 03:10:15.097084
887,887,card,refunded,3958.8,
888,888,card,success,965.98,2026-06-24 10:16:56.376118
889,889,cash,success,427.47,
890,890,bank_transfer,refunded,6286.11,2026-06-11 04:35:19.757229
891,891,cash,refunded,6445.25,2026-07-28 09:41:21.621886
892,892,paypal,success,1473.64,2026-05-09 14:53:57.114051
893,893,card,refunded,8080.51,2025-10-02 15:10:54.968166
894,894,cash,failed,1934.99,2026-01-24 15:55:47.233726
895,895,paypal,success,4921.7,
896,896,card,success,5058.14,2026-02-20 03:26:28.920599
897,897,cash,failed,9131.94,2026-05-26 10:48:56.378724
898,898,bank_transfer,failed,8527.83,2026-04-28 04:20:35.768315
899,899,paypal,success,13898.22,
900,900,bank_transfer,refunded,8441.75,2026-06-14 09:25:12.262149
901,901,card,refunded,193.17,
902,902,card,failed,5659.32,2026-07-10 11:15:50.548432
903,903,paypal,refunded,4762.01,2026-08-02 20:51:49.965776
904,904,card,refunded,2060.09,2026-07-30 16:45:48.128009
905,905,bank_transfer,refunded,5314.1,2026-05-09 11:57:21.789733
906,906,card,failed,1474.16,
907,907,card,failed,2809.27,
908,908,paypal,success,1783.74,2026-04-09 03:22:25.028668
909,909,bank_transfer,refunded,11434.4,
910,910,card,failed,624.0,2026-02-28 15:58:44.105743
911,911,bank_transfer,refunded,2591.54,
912,912,cash,refunded,3862.42,2025-12-30 00:55:42.586565
913,913,paypal,refunded,7083.1,2026-04-18 07:16:23.406147
914,914,cash,success,5788.42,2026-07-23 08:40:12.671325
915,915,cash,failed,5388.99,2026-04-06 07:16:14.195507
916,916,cash,success,1370.82,2026-02-05 17:19:31.879851
917,917,card,refunded,9911.22,2026-05-20 05:02:09.042932
918,918,paypal,success,4528.96,2026-04-16 06:42:55.828233
919,919,paypal,success,4647.62,2026-01-08 07:30:49.159176
920,920,cash,failed,9375.56,
921,921,card,failed,5034.39,2026-05-25 21:49:44.816620
922,922,paypal,success,1139.56,2026-07-04 16:24:23.431748
923,923,card,refunded,1213.06,2026-01-12 18:55:43.277586
924,924,cash,refunded,6181.4,2026-06-17 12:55:57.597594
925,925,card,refunded,20342.96,2026-06-11 21:50:56.112213
926,926,card,success,3635.89,2026-05-09 07:07:30.944975
927,927,cash,success,3614.3,2026-05-08 23:01:32.105700
928,928,bank_transfer,failed,2449.93,2026-06-21 04:41:32.687831
929,929,bank_transfer,success,4405.03,2026-07-28 09:25:54.464207
930,930,bank_transfer,failed,3128.64,2025-11-19 14:35:29.679505
931,931,card,refunded,520.58,2026-05-25 10:11:00.892691
932,932,card,failed,536.0,
933,933,card,success,780.87,2026-07-22 09:35:31.926083
934,934,cash,success,1143.75,
935,935,paypal,failed,193.17,2026-04-29 08:49:20.796567
936,936,bank_transfer,failed,11439.54,2025-12-14 22:55:20.971301
937,937,cash,failed,6441.18,2026-07-27 06:30:41.169182
938,938,card,success,11128.75,
939,939,cash,refunded,4924.54,2026-04-25 02:57:17.584457
940,940,card,success,4991.13,2026-04-11 14:23:05.830892
941,941,bank_transfer,failed,11377.2,2026-08-04 22:16:06.751552
942,942,paypal,success,4574.39,
943,943,bank_transfer,failed,9544.85,2026-05-10 23:45:13.301751
944,944,paypal,failed,5203.35,2025-12-21 14:38:54.508072
945,945,card,success,3995.31,2026-07-14 00:50:00.426642
946,946,cash,success,7199.46,2026-06-21 16:40:38.576187
947,947,paypal,refunded,5510.93,2025-11-17 00:32:58.201262
948,948,bank_transfer,failed,4665.2,2026-07-18 07:22:55.218745
949,949,cash,success,3306.17,2026-05-22 16:24:12.292911
950,950,card,success,10321.68,2026-08-03 21:31:37.980822
951,951,paypal,success,7788.29,2026-05-19 21:23:12.232265
952,952,paypal,failed,6997.63,2025-10-21 02:50:23.554256
953,953,bank_transfer,success,11593.56,2026-06-01 13:47:07.371630
954,954,paypal,success,1042.88,2026-06-15 14:01:02.856566
955,955,bank_transfer,failed,5462.4,2025-11-21 01:47:06.376639
956,956,bank_transfer,success,3450.12,2026-05-21 18:02:43.121796
957,957,cash,failed,5454.7,2025-12-22 10:55:52.030755
958,958,card,success,762.38,2026-03-07 22:19:40.215223
959,959,card,success,5232.51,2026-01-06 23:48:17.867523
960,960,bank_transfer,refunded,5892.76,
961,961,card,refunded,6824.88,2026-04-04 23:36:42.841612
962,962,card,success,10134.69,2026-06-20 22:57:14.258446
