order_id,customer_id,order_status,order_created_at
591,260,created,2025-08-12 17:21:15.910065
592,283,shipped,2026-01-11 13:17:06.988076
593,224,shipped,2025-11-30 17:33:01.483831
594,42,shipped,2026-08-04 11:18:16.401452
595,87,created,2025-10-09 03:16:36.912479
596,212,created,2025-08-19 16:56:46.692948
597,395,delivered,2026-04-24 07:42:23.371725
598,71,shipped,2025-11-24 18:42:07.975338
599,43,delivered,2026-04-29 08:54:13.427963
600,141,cancelled,2025-12-30 05:37:17.105856
601,407,cancelled,2025-08-08 21:34:14.460303
602,414,shipped,2026-06-14 04:13:54.017178
603,152,delivered,2026-07-05 18:13:32.566594
604,90,created,2025-09-11 23:59:20.636305
605,322,shipped,2025-12-26 01:54:15.679113
606,322,paid,2026-04-24 03:46:55.465447
607,194,paid,2026-05-12 12:51:30.322700
608,3,paid,2026-04-21 12:14:01.040231
609,273,delivered,2026-02-23 08:50:48.951458
610,468,cancelled,2025-10-29 11:48:10.798213
611,196,delivered,2025-10-04 02:11:37.558479
612,101,shipped,2026-07-25 08:05:45.656021
613,7,created,2025-10-02 13:41:30.978431
614,7,created,2026-01-12 07:33:18.939987
615,190,shipped,2025-12-12 06:31:52.725780
616,221,paid,2026-04-05 12:18:50.182402
617,143,created,2026-07-04 18:41:35.508317
618,234,cancelled,2026-04-04 10:10:17.578193
619,130,paid,2025-11-15 22:17:04.817950
620,186,created,2026-01-12 17:14:20.977327
621,358,shipped,2026-06-17 02:17:02.929323
622,216,paid,2026-02-22 03:37:22.352550
623,343,delivered,2026-07-06 20:39:05.435282
624,354,paid,2026-05-30 05:56:29.407107
625,328,cancelled,2026-04-12 00:41:27.313447
626,105,cancelled,2025-08-11 23:36:31.979433
627,429,created,2026-01-24 07:32:04.599962
628,247,shipped,2026-07-18 09:29:42.926636
629,114,delivered,2026-06-25 02:43:59.539602
630,439,cancelled,2026-07-04 18:10:42.381844
631,15,created,2026-07-16 00:49:19.592972
632,261,shipped,2026-01-08 18:20:25.921578
633,77,delivered,2025-09-09 14:04:46.608117
634,378,delivered,2025-10-30 06:07:27.762829
635,186,paid,2026-06-08 03:30:37.987963
636,181,shipped,2026-04-04 00:48:56.791321
637,341,paid,2025-09-03 05:58:42.415969
638,239,created,2025-12-04 18:19:05.429474
639,408,shipped,2026-04-18 21:44:40.776503
640,18,delivered,2026-05-01 16:17:07.288021
641,165,shipped,2026-04-22 21:06:48.785533
642,334,paid,2026-04-16 11:58:34.526310
643,392,delivered,2026-02-26 07:29:04.872771
644,435,shipped,2025-12-25 16:18:06.467900
645,419,paid,2025-08-13 11:42:21.625787
646,74,shipped,2026-06-10 16:39:41.569200
647,89,paid,2025-10-20 13:01:45.471463
648,335,shipped,2025-10-27 17:13:37.620667
649,324,created,2026-06-30 23:37:23.542167
650,23,created,2025-12-05 23:05:39.282485
651,16,cancelled,2026-03-19 23:15:45.167897
652,379,created,2026-03-27 04:25:52.518366
653,125,paid,2026-04-26 03:08:36.033674
654,437,cancelled,2026-04-26 23:12:45.787641
655,99,cancelled,2025-09-09 06:29:23.460343
656,24,created,2026-02-20 01:53:45.787239
657,62,shipped,2025-08-14 05:32:53.682970
658,460,created,2026-03-31 01:36:21.853526
659,485,paid,2025-11-14 10:30:09.719380
660,119,paid,2026-04-16 18:57:03.149234
661,59,shipped,2026-02-01 02:44:10.627861
662,36,paid,2025-08-07 17:16:25.116223
663,29,delivered,2026-01-28 09:17:15.209377
664,281,cancelled,2026-07-14 08:10:38.135559
665,169,shipped,2025-10-18 17:01:14.510720
666,232,delivered,2025-12-15 16:53:49.007954
667,224,cancelled,2026-04-03 13:12:53.983635
668,495,cancelled,2026-06-30 19:16:37.360975
669,61,shipped,2025-12-19 02:01:01.977382
670,118,delivered,2026-03-09 17:43:03.492725
671,215,delivered,2025-09-17 05:26:27.249283
672,136,shipped,2025-09-25 20:21:36.887890
673,111,cancelled,2025-10-08 13:24:58.836794
674,108,created,2026-02-18 02:12:06.093635
675,462,cancelled,2026-07-26 21:01:11.962872
676,56,paid,2026-04-11 18:43:55.413827
677,439,paid,2026-07-04 17:07:54.391711
678,499,delivered,2026-01-02 22:45:14.572306
679,45,cancelled,2025-10-29 20:59:26.916178
680,303,paid,2025-11-06 22:42:32.312160
681,348,created,2026-04-23 17:16:28.067374
682,115,paid,2026-04-26 15:30:39.984598
683,236,delivered,2025-10-12 05:47:30.056215
684,478,created,2026-04-29 02:45:38.523152
685,416,paid,2026-04-11 20:57:20.694254
686,404,shipped,2026-07-18 03:58:17.924548
687,310,created,2026-07-07 10:24:39.611747
688,334,created,2026-06-21 15:15:59.736869
689,101,paid,2025-08-28 12:04:13.711644
690,381,cancelled,2025-10-18 20:41:05.871291
691,449,shipped,2025-08-22 14:32:27.169512
692,344,paid,2026-05-29 15:31:54.563576
693,213,cancelled,2026-07-15 15:01:02.574949
694,237,cancelled,2025-12-14 04:11:55.139057
695,464,created,2026-07-19 17:47:47.518711
696,59,paid,2026-07-12 01:33:40.324216
697,350,delivered,2025-11-11 23:27:48.479599
698,288,shipped,2026-05-03 11:57:25.462365
699,137,created,2025-09-14 09:35:57.338046
700,251,shipped,2025-08-22 17:59:18.749009
701,202,paid,2025-09-21 20:44:05.518787
702,383,created,2025-10-15 03:36:21.533755
703,380,cancelled,2026-01-12 07:20:49.969747
704,267,cancelled,2026-06-20 03:45:57.670962
705,168,shipped,2025-08-26 00:27:52.026129
706,419,shipped,2025-08-30 17:20:12.290726
707,481,cancelled,2026-02-17 05:27:54.514335
708,136,shipped,2026-05-25 19:49:32.058348
709,100,shipped,2025-08-29 22:39:52.069383
710,279,cancelled,2026-01-09 04:59:12.026126
711,194,created,2026-07-04 02:23:35.782996
712,304,shipped,2026-03-12 11:21:03.237696
713,51,shipped,2025-11-08 10:47:56.404591
714,197,shipped,2025-08-16 13:42:09.573077
715,410,paid,2025-08-31 03:35:16.897063
716,361,delivered,2025-10-23 03:56:46.170969
717,313,paid,2025-09-24 21:18:57.412076
718,116,cancelled,2025-12-11 11:13:38.876588
719,3,cancelled,2026-08-04 21:34:06.960366
720,40,delivered,2026-04-09 11:22:46.719286
721,429,created,2025-10-06 22:49:19.723406
722,187,shipped,2025-09-11 06:00:17.219425
723,180,shipped,2026-04-29 05:56:47.805305
724,496,delivered,2025-11-06 04:52:54.800804
725,298,cancelled,2026-01-21 18:57:11.160707
726,34,created,2025-09-15 00:57:28.529068
727,370,delivered,2025-09-22 19:02:06.117334
728,231,delivered,2025-09-22 08:37:53.709344
729,343,delivered,2026-03-22 19:35:04.748530
730,115,paid,2026-07-26 21:15:56.296941
731,13,delivered,2026-01-22 10:41:35.686810
732,77,cancelled,2026-02-10 17:10:23.884009
733,450,created,2026-06-24 20:10:27.481545
734,75,cancelled,2025-08-06 20:38:02.783928
735,109,paid,2026-06-26 15:27:42.932009
736,457,paid,2026-07-02 05:40:07.279397
737,61,shipped,2026-07-06 01:43:44.625742
738,42,shipped,2026-06-14 08:42:42.827200
739,405,created,2026-07-18 17:44:02.169580
740,446,shipped,2026-06-25 21:08:50.670223
741,127,cancelled,2025-09-14 11:51:38.736949
742,244,shipped,2025-12-15 18:03:36.232096
743,408,shipped,2025-11-17 22:53:40.463503
744,467,created,2025-10-09 23:31:08.503175
745,113,delivered,2025-12-12 13:44:07.295962
746,366,paid,2025-08-30 21:00:49.757503
747,274,paid,2026-04-17 16:57:52.876478
748,434,created,2026-04-27 17:29:02.134754
749,339,created,2026-04-23 00:16:37.018268
750,67,shipped,2026-05-01 15:50:20.380970
751,72,delivered,2026-07-08 09:22:00.943111
752,14,cancelled,2026-05-09 01:16:26.390279
753,71,cancelled,2026-01-08 19:43:34.408637
754,371,delivered,2025-08-22 07:39:39.375294
755,442,cancelled,2025-10-26 08:08:52.424285
756,347,shipped,2026-07-01 15:44:03.524739
757,26,cancelled,2025-08-06 13:07:31.780929
758,74,paid,2025-12-30 06:02:44.496377
759,132,shipped,2026-06-10 18:54:02.643850
760,257,cancelled,2026-03-06 15:38:19.378165
761,234,created,2026-07-30 22:49:07.124990
762,46,paid,2026-05-25 08:55:28.425423
763,394,delivered,2025-12-25 23:10:44.213820
764,78,created,2025-12-29 12:39:00.219097
765,148,paid,2026-01-01 10:43:03.899458
766,306,paid,2026-08-04 22:09:50.803765
767,82,cancelled,2026-03-09 15:15:13.948205
768,111,shipped,2026-07-02 21:09:36.732070
769,175,cancelled,2025-10-14 04:54:03.620444
770,47,delivered,2025-09-22 09:40:37.712360
771,79,created,2026-04-17 03:27:38.133030
772,12,cancelled,2026-05-15 13:44:08.467751
773,130,created,2026-01-05 04:30:06.144482
774,450,paid,2025-11-11 00:42:42.078341
775,131,paid,2026-01-16 10:19:09.821710
776,89,shipped,2026-06-04 18:10:28.427630
777,190,shipped,2026-02-14 02:05:22.601316
778,28,delivered,2025-08-10 16:29:22.029946
779,104,delivered,2026-06-25 14:05:38.160059
780,434,delivered,2026-04-13 12:20:12.960242
781,401,cancelled,2026-01-03 03:54:51.508176
782,476,cancelled,2026-02-22 22:35:59.302958
783,44,shipped,2025-11-05 20:24:55.784784
784,301,paid,2025-12-30 12:31:52.033631
785,63,paid,2025-11-03 16:30:57.441561
786,200,created,2026-07-08 00:11:28.179189
787,5,created,2025-11-06 00:46:46.271321
788,455,paid,2026-04-19 20:39:58.487699
789,106,shipped,2026-06-16 21:53:48.658073
790,105,paid,2026-03-29 23:28:33.144618
791,325,created,2025-08-13 18:03:27.957874
792,84,created,2026-06-11 08:36:09.570726
793,390,created,2025-10-25 23:26:58.159552
794,73,created,2026-04-25 20:53:16.457263
795,307,created,2025-09-09 18:34:41.739580
796,444,created,2026-06-15 08:21:19.943061
797,31,cancelled,2026-03-13 08:34:31.755737
798,165,cancelled,2026-05-17 14:45:24.019130
799,277,shipped,2025-09-21 03:56:18.047593
800,459,cancelled,2025-12-24 17:15:20.959055
801,261,created,2025-08-10 17:38:42.751737
802,250,delivered,2026-07-27 15:06:27.600680
803,439,shipped,2026-04-25 01:24:55.194741
804,84,shipped,2026-05-23 13:22:44.654900
805,130,paid,2025-12-17 03:47:22.367153
806,417,paid,2025-12-21 21:45:23.088835
807,32,created,2026-02-08 09:48:39.537637
808,329,shipped,2026-04-24 16:50:21.085685
809,499,shipped,2025-10-25 23:29:40.593457
810,335,shipped,2026-02-27 23:40:59.879653
811,217,paid,2026-03-24 18:34:19.930385
812,358,shipped,2026-04-22 02:50:31.474527
813,218,cancelled,2025-08-16 03:26:42.027441
814,214,paid,2026-02-02 17:23:04.368704
815,246,created,2026-05-07 03:07:19.398379
816,316,shipped,2025-09-23 15:12:28.715014
817,113,delivered,2025-11-23 06:29:25.555758
818,500,created,2026-01-13 18:02:36.292205
819,444,shipped,2025-09-03 03:34:26.560586
820,241,cancelled,2025-09-15 14:11:18.478462
821,143,cancelled,2026-02-13 02:52:56.601961
822,38,cancelled,2025-11-25 10:27:13.304471
823,144,delivered,2026-03-22 13:00:19.931646
824,322,created,2026-02-26 14:16:27.030310
825,392,shipped,2026-02-25 10:18:00.061219
826,172,cancelled,2025-08-29 02:08:36.129382
827,277,created,2026-08-02 20:10:51.182710
828,267,cancelled,2025-08-11 18:16:53.946022
829,57,delivered,2026-02-20 19:46:50.638416
830,449,created,2026-02-15 20:23:11.674023
831,304,created,2026-04-15 20:58:16.473145
832,136,paid,2025-10-23 13:19:35.264307
833,203,paid,2026-05-07 11:15:05.571827
834,327,cancelled,2026-01-23 11:04:50.085105
835,466,created,2026-03-30 12:57:03.078868
836,380,created,2025-08-30 16:02:34.142641
837,12,created,2025-08-19 08:26:04.078140
838,250,paid,2026-01-01 01:51:02.998728
839,221,paid,2025-11-30 02:49:31.807581
840,153,cancelled,2026-07-24 23:43:55.619257
841,227,delivered,2025-10-07 12:38:09.552924
842,86,shipped,2025-12-03 16:50:42.636389
843,102,created,2026-01-11 07:05:41.665012
844,225,shipped,2026-05-18 05:52:10.358227
845,2,paid,2026-07-03 19:48:57.247150
846,64,paid,2025-12-27 15:32:48.689001
847,98,shipped,2026-04-18 04:49:18.264360
848,6,shipped,2026-03-18 00:44:06.547949
849,342,created,2026-02-06 00:06:12.137523
850,213,paid,2025-11-30 10:29:47.057517
851,250,delivered,2026-06-19 14:01:36.103830
852,120,created,2026-02-27 08:13:06.653696
853,191,paid,2026-07-07 00:56:53.501300
854,363,delivered,2025-12-13 16:48:13.271794
855,481,delivered,2026-06-03 13:54:53.029537
856,241,shipped,2025-12-14 10:01:27.818306
857,33,cancelled,2026-07-04 23:35:45.008899
858,158,created,2026-07-23 11:37:21.376994
859,215,shipped,2026-02-26 12:24:33.942646
860,254,shipped,2025-12-11 12:07:36.023753
861,373,delivered,2025-08-22 06:50:47.088387
862,500,delivered,2026-06-28 00:40:08.945198
863,25,cancelled,2025-09-10 01:13:13.979086
864,103,cancelled,2025-08-31 23:08:51.222980
865,247,created,2026-01-30 13:52:12.897286
866,45,delivered,2026-06-12 04:41:37.376837
867,377,cancelled,2025-10-25 05:06:51.004966
868,405,created,2026-05-18 17:31:48.522812
869,482,cancelled,2026-03-01 12:47:38.241854
870,324,shipped,2026-02-11 04:10:35.082423
871,173,created,2026-01-27 18:54:54.534941
872,238,cancelled,2026-04-09 21:47:15.636379
873,411,created,2026-05-04 05:46:29.120078
874,480,created,2026-05-09 05:15:37.848195
875,327,shipped,2025-11-08 05:31:45.490878
876,407,paid,2026-05-14 13:03:19.282893
877,485,created,2025-08-17 08:13:42.913048
878,346,shipped,2026-03-01 22:59:49.637527
879,451,created,2025-08-31 23:04:59.703160
880,91,delivered,2026-03-29 07:46:48.099300
881,380,paid,2026-03-13 14:57:41.811485
882,242,cancelled,2026-06-04 16:42:24.096819
883,17,cancelled,2025-08-07 13:59:43.857771
884,221,delivered,2025-08-11 01:23:00.916903
885,214,cancelled,2026-06-12 23:23:22.594895
886,258,created,2026-06-11 10:18:21.705723
887,3,delivered,2025-09-02 07:22:35.346399
888,384,paid,2026-01-26 07:35:35.714339
889,203,cancelled,2025-12-05 10:30:59.853668
890,289,cancelled,2026-08-03 12:16:29.749570
891,50,paid,2025-09-24 23:49:26.381898
892,14,cancelled,2025-11-20 15:20:34.212005
893,45,created,2025-09-17 06:20:32.635082
894,457,created,2025-08-17 15:42:02.928622
895,135,cancelled,2026-02-05 05:01:22.793350
896,427,created,2026-05-04 08:10:52.607869
897,106,shipped,2025-09-10 19:40:54.957722
898,123,delivered,2026-05-18 03:53:23.357499
899,184,cancelled,2025-12-06 16:31:47.223570
900,239,delivered,2026-04-09 15:24:00.697586
901,259,paid,2026-06-04 11:13:33.901155
902,168,paid,2026-03-28 11:46:53.771847
903,406,cancelled,2025-11-06 07:56:42.617610
904,385,created,2025-10-02 10:18:04.120520
905,348,paid,2026-03-27 02:18:04.457963
906,283,shipped,2025-08-22 19:30:42.503435
907,170,cancelled,2025-11-05 17:19:25.901209
908,146,shipped,2026-04-04 13:20:31.686383
909,464,shipped,2025-10-04 22:35:55.898912
910,190,delivered,2026-03-28 22:47:55.347490
911,467,created,2025-12-08 22:04:36.987204
912,400,cancelled,2026-03-12 04:17:40.605543
913,482,shipped,2026-02-14 06:33:42.370096
914,458,delivered,2026-06-09 23:58:12.173676
915,234,paid,2026-06-20 13:23:31.452193
916,339,cancelled,2026-08-05 17:12:59.433180
917,380,cancelled,2026-01-01 18:58:47.046446
918,132,shipped,2026-02-19 00:10:23.304973
919,193,cancelled,2026-07-14 04:27:09.295247
920,135,created,2026-02-14 20:47:02.256508
921,64,created,2026-07-30 01:12:00.957014
922,434,shipped,2026-06-28 12:58:34.398200
923,266,cancelled,2026-05-25 09:21:38.685842
924,14,shipped,2025-12-13 07:40:54.918719
925,216,cancelled,2026-06-15 05:12:39.339898
926,222,paid,2025-11-24 04:37:34.938130
927,474,paid,2026-04-10 06:29:26.889031
928,67,created,2025-08-13 16:06:05.059150
929,110,shipped,2026-06-16 05:13:09.815416
930,137,delivered,2025-11-08 04:27:02.168506
931,487,created,2026-02-01 01:54:49.358961
932,292,delivered,2026-05-09 22:52:27.574522
933,425,created,2025-08-13 18:17:19.981957
934,218,shipped,2026-02-25 13:52:53.641145
935,475,shipped,2025-10-15 13:19:32.090386
936,360,cancelled,2025-09-17 02:23:20.992619
937,208,delivered,2025-10-23 20:27:22.889102
938,261,cancelled,2025-12-01 16:10:16.739619
939,218,created,2025-12-15 19:07:08.744163
940,393,delivered,2025-08-14 03:35:52.692153
941,146,shipped,2025-09-16 09:11:09.063164
942,471,created,2026-06-28 18:33:48.865914
943,90,shipped,2026-06-08 20:46:49.652446
944,369,delivered,2026-03-11 19:49:26.334134
945,353,shipped,2026-02-26 03:12:39.569491
946,87,cancelled,2026-07-26 08:36:00.044598
947,148,paid,2025-11-30 03:33:02.327249
948,441,cancelled,2025-09-08 00:09:01.525118
949,332,paid,2026-05-01 19:54:05.337319
950,252,cancelled,2025-10-29 08:11:17.426767
951,321,delivered,2026-01-18 21:18:48.408224
952,116,cancelled,2026-04-02 21:22:14.727420
953,367,shipped,2025-11-27 01:30:32.769936
954,16,cancelled,2026-05-07 12:24:15.742973
955,205,paid,2025-09-05 04:34:53.621681
956,346,shipped,2025-11-08 14:49:08.111695
957,438,paid,2026-01-19 20:01:05.023334
958,253,cancelled,2025-10-09 07:49:02.924614
959,427,created,2026-02-09 12:47:16.722675
960,83,created,2026-03-26 07:42:35.219175
961,388,paid,2026-01-20 00:37:07.184932
962,224,paid,2026-03-12 15:44:12.908316
963,481,paid,2025-08-08 07:06:14.522315
964,167,delivered,2026-03-02 23:08:53.755209
965,129,cancelled,2026-03-16 08:47:04.569750
966,364,paid,2025-12-21 03:04:04.360355
967,279,delivered,2026-07-21 04:52:32.909366
968,448,paid,2026-06-23 10:51:12.263133
969,10,paid,2026-05-05 21:59:21.844044
970,464,delivered,2026-07-25 17:03:42.862535
971,42,created,2025-10-08 10:42:33.406676
972,483,shipped,2025-08-26 02:12:45.110917
973,178,created,2025-11-19 01:12:36.090909
974,224,created,2026-01-03 11:28:12.991615
975,102,delivered,2026-03-29 21:47:39.787739
976,261,delivered,2025-11-24 18:24:09.416615
977,300,created,2025-09-17 06:32:11.583457
978,381,paid,2026-02-12 21:21:03.737780
979,245,delivered,2026-03-22 01:54:05.202103
980,105,delivered,2025-10-05 18:35:53.723760
981,347,shipped,2025-08-19 12:25:54.946434
982,462,paid,2025-12-01 13:52:34.687080
983,343,created,2026-05-26 03:09:39.294255
984,420,paid,2026-06-07 18:09:19.112515
985,135,delivered,2025-08-20 23:37:22.751569
986,489,cancelled,2026-01-30 03:09:56.808522
987,254,paid,2025-11-26 02:04:54.225490
988,451,shipped,2026-03-31 04:41:54.255052
989,18,created,2026-05-05 03:35:15.903738
990,435,cancelled,2025-09-06 17:01:40.335143
991,326,delivered,2026-07-08 06:59:25.564627
992,69,cancelled,2026-07-15 13:48:49.493285
993,136,delivered,2026-04-11 10:02:16.762620
994,8,paid,2026-07-18 14:56:33.871567
995,399,shipped,2025-09-26 04:26:04.820328
996,180,cancelled,2026-03-17 22:57:12.263866
997,465,delivered,2025-10-18 06:52:41.736270
998,243,paid,2026-03-24 01:53:45.307562
999,471,delivered,2025-09-18 22:43:21.965605
1000,454,paid,2026-04-28 06:44:22.590621
